2023-06-17 15:32:51,187 INFO    StreamThr :31916 [internal.py:wandb_internal():86] W&B internal server running at pid: 31916, started at: 2023-06-17 15:32:51.187033
2023-06-17 15:32:51,187 DEBUG   HandlerThread:31916 [handler.py:handle_request():144] handle_request: status
2023-06-17 15:32:51,202 INFO    WriterThread:31916 [datastore.py:open_for_write():85] open: C:\Users\sweed\PycharmProjects\DynamicDream\wandb\run-20230617_153251-gc6kg0pa\run-gc6kg0pa.wandb
2023-06-17 15:32:51,202 DEBUG   SenderThread:31916 [sender.py:send():375] send: header
2023-06-17 15:32:51,297 DEBUG   SenderThread:31916 [sender.py:send():375] send: run
2023-06-17 15:32:51,893 INFO    SenderThread:31916 [dir_watcher.py:__init__():219] watching files in: C:\Users\sweed\PycharmProjects\DynamicDream\wandb\run-20230617_153251-gc6kg0pa\files
2023-06-17 15:32:51,907 INFO    SenderThread:31916 [sender.py:_start_run_threads():1124] run started: gc6kg0pa with start time 1687005171.202956
2023-06-17 15:32:51,907 DEBUG   SenderThread:31916 [sender.py:send_request():402] send_request: summary_record
2023-06-17 15:32:51,907 INFO    SenderThread:31916 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2023-06-17 15:32:51,907 DEBUG   HandlerThread:31916 [handler.py:handle_request():144] handle_request: check_version
2023-06-17 15:32:51,907 DEBUG   SenderThread:31916 [sender.py:send_request():402] send_request: check_version
2023-06-17 15:32:52,325 DEBUG   HandlerThread:31916 [handler.py:handle_request():144] handle_request: run_start
2023-06-17 15:32:52,911 INFO    Thread-16 :31916 [dir_watcher.py:_on_file_created():278] file/dir created: C:\Users\sweed\PycharmProjects\DynamicDream\wandb\run-20230617_153251-gc6kg0pa\files\wandb-summary.json
2023-06-17 15:32:52,990 DEBUG   HandlerThread:31916 [system_info.py:__init__():31] System info init
2023-06-17 15:32:52,990 DEBUG   HandlerThread:31916 [system_info.py:__init__():46] System info init done
2023-06-17 15:32:52,990 INFO    HandlerThread:31916 [system_monitor.py:start():181] Starting system monitor
